,EmployeeNumber,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,31-35,36-43,44+,No,Yes,Travel_Frequently,Travel_Rarely,Research & Development,Sales,Life Sciences,Marketing,Medical,Other,Technical Degree,Male
1319,1853,31-35,No,Travel_Frequently,Sales,10,4,Marketing,4,Male,3,2,Sales Executive,4,Single,4648,8,No,13,3,3,0,4,2,4,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1
1320,1854,36-43,No,Non-Travel,Research & Development,10,4,Technical Degree,3,Male,3,1,Research Scientist,3,Married,2936,3,No,22,4,2,2,10,1,2,6,3,3,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
1321,1856,44+,No,Travel_Rarely,Research & Development,9,4,Life Sciences,2,Female,3,1,Laboratory Technician,3,Single,2105,4,No,12,3,3,0,7,2,3,2,2,2,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
1322,1857,44+,No,Travel_Rarely,Research & Development,2,2,Life Sciences,4,Male,3,3,Manufacturing Director,4,Divorced,8578,3,No,14,3,3,1,12,4,2,9,8,4,7,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
1323,1858,18-30,No,Non-Travel,Human Resources,1,2,Life Sciences,3,Male,3,1,Human Resources,4,Divorced,2706,1,No,15,3,2,1,3,2,3,3,2,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1324,1859,18-30,No,Travel_Rarely,Research & Development,29,1,Life Sciences,4,Male,1,2,Healthcare Representative,3,Divorced,6384,8,No,17,3,4,2,11,3,3,7,0,1,6,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
1325,1860,36-43,No,Travel_Rarely,Research & Development,8,3,Life Sciences,4,Male,3,1,Laboratory Technician,3,Single,3968,4,No,13,3,4,0,8,3,3,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
1326,1862,31-35,Yes,Travel_Rarely,Sales,2,4,Marketing,3,Male,2,2,Sales Executive,2,Single,9907,7,Yes,12,3,3,0,7,3,2,2,2,2,2,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
1327,1863,44+,No,Travel_Rarely,Sales,3,3,Technical Degree,1,Female,4,4,Sales Executive,1,Divorced,13225,2,No,12,3,4,1,25,5,3,19,17,2,8,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
1328,1864,18-30,No,Travel_Rarely,Sales,23,1,Medical,2,Female,2,2,Sales Representative,3,Married,3540,1,No,21,4,4,1,9,5,3,9,8,5,8,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
1329,1865,18-30,No,Travel_Rarely,Human Resources,6,1,Medical,4,Male,2,1,Human Resources,2,Married,2804,1,No,11,3,4,0,1,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1330,1866,36-43,No,Travel_Rarely,Research & Development,6,3,Medical,1,Female,2,5,Manager,3,Married,19392,7,No,13,3,4,0,21,2,3,16,12,6,14,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
1331,1867,44+,No,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Male,2,5,Research Director,2,Married,19665,4,No,12,3,4,0,29,3,3,22,10,12,9,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
1332,1868,18-30,Yes,Travel_Frequently,Research & Development,24,2,Life Sciences,4,Male,2,1,Research Scientist,4,Single,2439,1,Yes,24,4,2,0,1,3,2,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1
1333,1869,44+,Yes,Travel_Rarely,Sales,10,3,Life Sciences,3,Female,3,3,Sales Executive,2,Married,7314,5,No,21,4,3,3,14,2,3,8,7,0,7,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
1334,1870,18-30,No,Travel_Frequently,Research & Development,15,3,Life Sciences,4,Female,2,1,Research Scientist,1,Married,4774,0,No,19,3,4,1,8,2,2,7,6,7,3,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
1335,1871,36-43,No,Travel_Rarely,Research & Development,19,4,Other,4,Male,3,2,Research Scientist,4,Divorced,3902,8,No,14,3,2,3,7,2,3,2,2,2,2,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1
1336,1873,44+,No,Travel_Rarely,Research & Development,2,4,Technical Degree,2,Male,2,1,Research Scientist,4,Married,2662,8,No,20,4,2,1,19,2,4,5,2,0,4,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1
1337,1875,18-30,No,Travel_Rarely,Sales,3,3,Medical,2,Female,3,1,Sales Representative,2,Married,2856,1,No,19,3,4,1,1,3,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
1338,1876,18-30,Yes,Travel_Rarely,Sales,9,3,Medical,2,Male,3,1,Sales Representative,4,Single,1081,1,No,13,3,3,0,1,3,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1
1339,1878,18-30,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,4,Male,3,1,Research Scientist,2,Single,2472,1,Yes,23,4,1,0,1,2,3,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
1340,1880,31-35,No,Travel_Rarely,Sales,10,4,Technical Degree,2,Female,2,2,Sales Executive,3,Married,5673,1,Yes,13,3,1,1,10,4,3,10,9,1,7,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1341,1881,18-30,No,Travel_Rarely,Research & Development,20,3,Life Sciences,2,Male,3,2,Laboratory Technician,3,Divorced,4197,1,No,11,3,1,1,10,2,3,10,8,0,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
1342,1882,31-35,No,Travel_Rarely,Sales,4,3,Life Sciences,3,Male,3,3,Sales Executive,4,Married,9713,2,Yes,13,3,4,3,9,3,3,5,3,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1
1343,1883,18-30,No,Travel_Rarely,Research & Development,7,3,Life Sciences,4,Male,3,1,Laboratory Technician,1,Single,2062,3,No,14,3,2,0,11,2,3,3,2,1,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
1344,1885,36-43,No,Travel_Rarely,Research & Development,7,4,Medical,4,Male,3,2,Research Scientist,1,Married,4284,5,Yes,22,4,3,1,16,2,3,5,3,0,4,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1
1345,1886,31-35,No,Travel_Rarely,Research & Development,16,2,Other,4,Female,2,2,Manufacturing Director,2,Married,4788,0,Yes,11,3,4,0,4,2,3,3,2,0,2,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
1346,1888,44+,No,Travel_Rarely,Research & Development,25,2,Life Sciences,2,Female,2,2,Manufacturing Director,4,Married,5906,0,No,13,3,4,2,10,2,2,9,8,3,8,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
1347,1890,31-35,No,Travel_Frequently,Human Resources,2,1,Human Resources,2,Male,2,2,Human Resources,4,Single,3886,1,No,21,4,4,0,10,2,2,10,1,0,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1348,1892,36-43,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,3,4,Manager,1,Divorced,16823,2,No,11,3,1,1,22,3,3,19,7,11,16,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
1349,1893,18-30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,2,1,Research Scientist,3,Married,2933,1,Yes,13,3,3,1,1,3,2,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
1350,1898,18-30,No,Travel_Rarely,Sales,2,2,Medical,1,Female,4,2,Sales Executive,3,Single,6500,0,No,14,3,2,0,9,5,2,8,7,0,7,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
1351,1900,44+,No,Travel_Frequently,Research & Development,22,3,Medical,4,Female,3,4,Manager,4,Divorced,17174,3,No,11,3,2,1,24,3,3,22,17,4,7,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0
1352,1903,36-43,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,4,2,Healthcare Representative,1,Married,5033,2,No,15,3,4,1,10,5,3,2,0,2,2,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
1353,1905,31-35,Yes,Non-Travel,Research & Development,16,4,Technical Degree,4,Male,1,1,Research Scientist,1,Married,2307,1,Yes,23,4,2,1,5,2,3,5,2,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
1354,1907,44+,Yes,Travel_Rarely,Research & Development,24,2,Life Sciences,1,Male,3,1,Laboratory Technician,4,Single,2587,1,No,16,3,4,0,5,3,3,4,2,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1
1355,1908,31-35,No,Travel_Rarely,Sales,17,2,Marketing,3,Male,2,2,Sales Executive,2,Married,5507,2,No,16,3,3,2,12,1,1,4,2,1,3,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
1356,1909,36-43,No,Travel_Rarely,Sales,8,3,Marketing,3,Female,3,2,Sales Executive,2,Married,4393,5,No,21,4,3,1,14,3,3,5,4,1,4,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
1357,1911,36-43,No,Travel_Rarely,Research & Development,6,3,Medical,3,Male,3,3,Research Director,1,Married,13348,9,No,13,3,2,1,18,3,4,13,7,5,7,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1
1358,1912,18-30,No,Travel_Rarely,Sales,10,2,Medical,3,Female,3,2,Sales Executive,4,Divorced,6583,2,Yes,11,3,4,1,8,2,3,5,2,1,4,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
1359,1915,31-35,No,Travel_Rarely,Sales,3,1,Medical,4,Female,2,2,Sales Executive,4,Married,8103,3,Yes,12,3,3,0,9,3,2,4,2,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
1360,1916,18-30,No,Travel_Rarely,Research & Development,4,3,Medical,1,Female,4,1,Laboratory Technician,3,Divorced,3978,8,No,12,3,2,1,4,0,2,2,2,2,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1361,1918,18-30,No,Travel_Frequently,Research & Development,6,3,Other,3,Male,4,1,Laboratory Technician,4,Married,2544,0,No,18,3,1,1,8,3,3,7,7,7,7,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
1362,1922,44+,No,Travel_Frequently,Research & Development,1,4,Medical,2,Male,3,2,Healthcare Representative,3,Single,5399,4,No,12,3,3,0,12,3,3,4,2,0,3,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1
1363,1924,31-35,No,Travel_Rarely,Sales,10,4,Marketing,2,Male,3,2,Sales Executive,3,Single,5487,1,No,14,3,2,0,10,2,2,10,4,0,9,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
1364,1927,18-30,No,Travel_Frequently,Sales,1,2,Life Sciences,3,Male,2,2,Sales Executive,4,Married,6834,1,Yes,12,3,3,1,7,2,3,7,7,0,7,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
1365,1928,18-30,Yes,Travel_Frequently,Sales,24,3,Technical Degree,3,Male,4,1,Sales Representative,1,Single,1091,1,No,17,3,4,0,1,3,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1
1366,1929,36-43,No,Non-Travel,Sales,21,4,Life Sciences,1,Female,1,2,Sales Executive,3,Married,5736,6,No,19,3,3,1,10,1,3,3,2,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
1367,1931,18-30,No,Travel_Rarely,Research & Development,2,4,Technical Degree,2,Male,3,1,Research Scientist,2,Married,2226,1,No,11,3,3,1,6,3,2,5,3,1,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
1368,1932,31-35,No,Travel_Frequently,Research & Development,22,4,Other,3,Male,2,2,Research Scientist,4,Married,5747,1,Yes,15,3,2,0,16,3,3,15,10,6,11,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1
1369,1933,18-30,Yes,Travel_Rarely,Sales,13,2,Marketing,4,Female,3,2,Sales Executive,3,Single,9854,3,Yes,11,3,4,0,6,0,3,2,0,2,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
1370,1934,44+,No,Non-Travel,Research & Development,14,4,Technical Degree,3,Male,3,2,Research Scientist,2,Married,5467,8,No,18,3,3,1,16,4,4,8,7,1,7,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
1371,1935,44+,No,Travel_Rarely,Sales,11,5,Marketing,4,Female,2,2,Sales Executive,1,Married,5380,4,No,16,3,3,1,6,3,3,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
1372,1936,36-43,No,Travel_Rarely,Research & Development,9,2,Medical,1,Male,3,2,Manufacturing Director,1,Married,5151,1,No,25,4,4,1,10,3,3,10,0,7,9,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1
1373,1937,36-43,No,Travel_Frequently,Research & Development,8,3,Medical,4,Female,2,2,Research Scientist,2,Divorced,2133,1,Yes,16,3,3,1,20,3,3,20,11,0,7,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
1374,1938,44+,No,Travel_Rarely,Sales,21,3,Life Sciences,4,Female,3,4,Manager,4,Married,17875,4,Yes,13,3,3,1,29,2,2,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0
1375,1939,31-35,Yes,Travel_Frequently,Research & Development,5,2,Life Sciences,1,Female,4,1,Research Scientist,3,Single,2432,3,Yes,14,3,1,0,8,2,3,4,1,0,3,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
1376,1940,36-43,No,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,3,1,Research Scientist,4,Divorced,4771,2,No,19,3,4,2,10,0,4,5,2,0,3,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
1377,1941,44+,No,Travel_Frequently,Research & Development,2,1,Life Sciences,2,Male,3,5,Research Director,4,Married,19161,3,No,15,3,4,0,28,3,3,5,4,4,3,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1
1378,1943,36-43,No,Travel_Rarely,Sales,12,4,Marketing,2,Male,3,2,Sales Executive,4,Divorced,5087,3,Yes,12,3,3,2,14,4,3,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
1379,1944,18-30,Yes,Travel_Frequently,Human Resources,22,3,Human Resources,1,Female,2,1,Human Resources,2,Married,2863,1,No,12,3,1,0,1,2,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1380,1945,31-35,No,Travel_Rarely,Sales,18,4,Medical,2,Male,3,2,Sales Executive,1,Married,5561,0,No,16,3,4,1,6,2,1,5,3,0,4,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1381,1947,18-30,No,Non-Travel,Research & Development,16,3,Medical,3,Male,3,1,Research Scientist,3,Single,2144,1,No,14,3,3,0,5,3,2,5,3,1,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1382,1948,18-30,No,Non-Travel,Research & Development,3,2,Medical,3,Male,3,1,Research Scientist,1,Divorced,3065,1,Yes,13,3,4,1,4,3,4,4,2,2,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1383,1949,31-35,No,Non-Travel,Research & Development,9,4,Life Sciences,1,Male,4,1,Laboratory Technician,2,Married,2810,1,No,22,4,2,0,5,3,3,5,4,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1384,1950,31-35,No,Travel_Rarely,Sales,1,3,Marketing,1,Male,3,3,Sales Executive,4,Single,9888,1,No,21,4,1,0,14,3,2,14,8,2,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
1385,1951,31-35,No,Travel_Rarely,Sales,13,4,Medical,4,Male,3,3,Sales Executive,3,Divorced,8628,1,No,18,3,3,1,9,2,2,8,7,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1386,1952,18-30,No,Travel_Rarely,Research & Development,1,3,Medical,3,Male,3,1,Laboratory Technician,1,Single,2867,0,No,13,3,4,0,8,6,2,7,7,7,6,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
1387,1954,18-30,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,3,2,Healthcare Representative,1,Married,5373,0,No,12,3,1,1,6,5,2,5,3,0,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
1388,1955,31-35,No,Non-Travel,Research & Development,15,4,Medical,3,Female,3,2,Healthcare Representative,4,Divorced,6667,5,No,18,3,2,1,9,6,3,5,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1389,1956,18-30,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,1,2,Research Scientist,1,Married,5003,1,No,21,4,2,0,10,6,3,10,8,8,7,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1390,1960,18-30,Yes,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Male,2,1,Laboratory Technician,4,Divorced,2367,5,No,12,3,1,1,6,2,2,4,1,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
1391,1961,36-43,No,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,2,1,Sales Representative,1,Single,2858,4,No,14,3,1,0,20,3,2,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1
1392,1962,31-35,No,Travel_Rarely,Sales,7,4,Life Sciences,3,Female,3,2,Sales Executive,4,Married,5204,1,Yes,11,3,4,0,10,2,3,10,8,0,9,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0
1393,1965,18-30,No,Travel_Rarely,Sales,9,3,Marketing,4,Male,3,2,Sales Executive,4,Single,4105,1,No,14,3,1,0,7,5,3,7,7,0,7,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
1394,1966,31-35,No,Travel_Rarely,Research & Development,5,4,Life Sciences,4,Male,2,2,Manufacturing Director,4,Single,9679,8,No,24,4,2,0,8,1,3,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
1395,1967,18-30,Yes,Travel_Frequently,Sales,26,4,Marketing,1,Male,3,2,Sales Executive,4,Married,5617,1,Yes,11,3,3,0,10,4,3,10,7,0,8,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
1396,1968,44+,Yes,Travel_Rarely,Sales,24,4,Life Sciences,1,Male,3,3,Sales Executive,1,Single,10448,6,Yes,13,3,2,0,15,2,2,2,2,2,2,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1
1397,1969,44+,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,Female,3,2,Research Scientist,3,Married,2897,3,No,11,3,3,2,9,6,2,4,3,2,3,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
1398,1970,31-35,No,Travel_Frequently,Research & Development,7,2,Life Sciences,4,Male,3,2,Healthcare Representative,3,Divorced,5968,1,No,20,4,3,3,9,2,3,9,7,2,8,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1399,1971,36-43,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,Male,3,3,Healthcare Representative,3,Married,7510,1,No,17,3,2,1,10,1,3,10,9,0,9,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
1400,1972,36-43,No,Travel_Frequently,Human Resources,1,4,Other,4,Male,3,1,Human Resources,2,Married,2991,0,Yes,11,3,2,1,7,2,3,6,2,1,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
1401,1973,44+,No,Travel_Rarely,Human Resources,26,4,Human Resources,3,Male,4,5,Manager,2,Married,19636,4,Yes,18,3,1,1,35,0,3,10,9,1,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
1402,1974,18-30,No,Travel_Rarely,Research & Development,2,1,Medical,4,Female,1,1,Laboratory Technician,4,Divorced,1129,1,Yes,11,3,3,3,1,4,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1403,1975,36-43,No,Travel_Rarely,Sales,15,4,Marketing,2,Male,3,4,Sales Executive,1,Single,13341,0,No,12,3,1,0,21,3,3,20,8,11,10,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
1404,1976,36-43,No,Non-Travel,Research & Development,23,2,Life Sciences,4,Male,2,2,Research Scientist,3,Single,4332,1,No,12,3,4,0,20,2,3,20,9,3,7,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
1405,1979,18-30,No,Non-Travel,Research & Development,10,3,Medical,3,Female,3,3,Research Director,3,Married,11031,4,No,20,4,3,1,13,2,4,11,7,4,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1406,1980,44+,No,Travel_Rarely,Research & Development,10,3,Medical,3,Female,3,2,Manufacturing Director,1,Single,4440,6,Yes,19,3,4,0,9,3,3,5,2,1,4,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0
1407,1981,18-30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,2,2,Healthcare Representative,3,Single,4617,1,No,12,3,2,0,4,2,2,4,3,1,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
1408,1982,18-30,No,Travel_Rarely,Research & Development,12,2,Other,4,Male,3,1,Laboratory Technician,4,Single,2647,1,No,13,3,3,0,5,6,4,5,2,1,4,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1409,1985,36-43,No,Travel_Frequently,Research & Development,11,3,Technical Degree,4,Female,3,2,Laboratory Technician,3,Married,6323,1,No,11,3,1,1,10,2,4,10,9,9,4,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
1410,1986,36-43,No,Travel_Rarely,Sales,2,2,Marketing,2,Female,3,2,Sales Executive,2,Married,5677,3,No,14,3,3,1,15,4,3,11,8,5,10,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
1411,1987,18-30,No,Travel_Rarely,Human Resources,2,3,Human Resources,3,Female,3,1,Human Resources,2,Married,2187,4,No,14,3,3,0,6,3,3,2,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1412,1989,18-30,No,Travel_Rarely,Research & Development,1,2,Medical,4,Male,3,1,Laboratory Technician,2,Married,3748,1,No,13,3,3,0,12,6,2,12,8,1,7,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
1413,1992,18-30,No,Travel_Rarely,Research & Development,2,1,Other,4,Male,3,1,Laboratory Technician,3,Divorced,3977,6,Yes,19,3,3,1,7,2,2,2,2,0,2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1414,1993,44+,No,Travel_Rarely,Research & Development,25,3,Medical,1,Male,3,3,Healthcare Representative,3,Single,8633,2,No,23,4,2,0,25,3,3,17,14,12,11,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
1415,1994,31-35,No,Non-Travel,Research & Development,1,2,Medical,2,Male,2,1,Laboratory Technician,3,Divorced,2008,1,No,12,3,3,3,1,2,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1416,1995,36-43,No,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,3,2,Sales Executive,2,Married,4440,0,No,15,3,1,2,16,3,3,15,13,5,8,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1
1417,1996,18-30,No,Travel_Rarely,Sales,2,2,Life Sciences,1,Male,3,1,Sales Representative,3,Married,3067,0,No,19,3,3,1,3,1,3,2,2,1,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
1418,1997,36-43,No,Travel_Frequently,Research & Development,6,4,Life Sciences,1,Male,2,2,Manufacturing Director,3,Married,5321,2,No,11,3,4,1,10,1,3,8,3,7,7,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1419,1998,36-43,No,Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,3,2,Research Scientist,1,Divorced,5410,6,Yes,17,3,3,1,9,3,2,4,3,1,2,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
1420,1999,36-43,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,3,1,Research Scientist,4,Married,2782,3,No,22,4,1,1,12,3,3,5,3,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
1421,2000,44+,No,Non-Travel,Research & Development,1,1,Medical,3,Female,3,3,Research Director,2,Married,11957,0,No,18,3,1,2,14,3,1,13,8,5,12,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
1422,2003,31-35,No,Travel_Rarely,Research & Development,11,4,Medical,4,Male,3,1,Laboratory Technician,3,Married,2660,7,Yes,11,3,3,1,5,3,3,2,2,2,2,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
1423,2007,18-30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,1,Research Scientist,3,Single,3375,0,No,12,3,4,0,4,2,4,3,2,1,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
1424,2008,31-35,No,Travel_Rarely,Research & Development,9,4,Medical,2,Male,3,2,Research Scientist,3,Single,5098,1,No,19,3,2,0,10,5,3,10,7,0,8,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
1425,2009,31-35,No,Travel_Rarely,Research & Development,15,2,Medical,2,Female,3,2,Healthcare Representative,4,Married,4878,0,Yes,13,3,1,1,10,6,3,9,7,8,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
1426,2010,31-35,No,Travel_Rarely,Research & Development,29,4,Life Sciences,3,Female,2,1,Laboratory Technician,2,Single,2837,1,No,13,3,3,0,6,3,3,6,2,4,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
1427,2012,36-43,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,3,1,Laboratory Technician,4,Married,2406,8,No,19,3,3,2,8,3,2,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
1428,2013,31-35,No,Travel_Rarely,Sales,1,4,Medical,2,Male,2,1,Sales Representative,2,Married,2269,0,No,14,3,2,1,3,2,3,2,2,2,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1
1429,2014,36-43,No,Travel_Rarely,Research & Development,24,1,Life Sciences,1,Male,3,2,Research Scientist,4,Single,4108,7,No,13,3,1,0,18,2,3,7,7,1,7,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
1430,2015,36-43,No,Travel_Rarely,Research & Development,10,3,Medical,2,Female,1,3,Research Director,3,Married,13206,3,No,12,3,1,1,20,3,3,18,16,1,11,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
1431,2016,31-35,No,Travel_Rarely,Sales,1,4,Marketing,3,Female,3,3,Sales Executive,4,Married,10422,1,No,19,3,3,2,14,3,3,14,10,5,7,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1432,2017,36-43,No,Travel_Rarely,Research & Development,10,3,Life Sciences,3,Female,4,3,Research Director,4,Married,13744,1,Yes,25,4,1,1,16,2,3,16,11,6,8,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
1433,2018,18-30,No,Travel_Rarely,Sales,8,2,Other,1,Female,3,2,Sales Executive,3,Divorced,4907,0,Yes,22,4,2,1,6,3,2,5,3,0,4,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1434,2019,44+,No,Non-Travel,Sales,29,4,Life Sciences,1,Male,3,1,Sales Representative,4,Divorced,3482,2,No,15,3,2,2,16,3,2,9,8,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
